bogstav;procent_25;procent_21;partier;listebogstav;kommune_kode;kommune;pp_change
L;4,826454843723019;;L;L;665;lemvig;
DD;7,515998729178959;;Danmarksdemokraterne;Æ;756;ikast-brande;
L;11,736940044478736;;L;L;756;ikast-brande;
LA;3,717151545409159;;Liberal Alliance;I;756;ikast-brande;
ALT;0,3722819189440731;;Alternativet;Å;161;glostrup;
D;0,2369066756916828;;D;D;161;glostrup;
DD;2,1660038920382436;;Danmarksdemokraterne;Æ;161;glostrup;
M;1,0576190879092986;;Moderaterne;M;161;glostrup;
U;7,098739318047212;;U;U;161;glostrup;
DD;7,095464598418517;;Danmarksdemokraterne;Æ;376;guldborgsund;
E;0,1242160753779501;;E;E;376;guldborgsund;
G;1,2906353197806526;;G;G;376;guldborgsund;
L;22,886054473293544;;L;L;376;guldborgsund;
LA;3,974914412094404;;Liberal Alliance;I;376;guldborgsund;
M;4,068833883721635;;Moderaterne;M;376;guldborgsund;
T;2,117732602175296;;T;T;376;guldborgsund;
Z;0,2575211318811161;;Z;Z;376;guldborgsund;
D;2,3305588585017833;;D;D;360;lolland;
DD;16,24256837098692;;Danmarksdemokraterne;Æ;360;lolland;
J;12,91319857312723;;J;J;360;lolland;
L;7,286563614744352;;L;L;360;lolland;
LA;2,344827586206897;;Liberal Alliance;I;360;lolland;
D;0,0749863335975981;;D;D;101;københavn;
DD;0,5443664370329454;;Danmarksdemokraterne;Æ;101;københavn;
E;0,0300517749150679;;E;E;101;københavn;
J;0,1505450819554833;;J;J;101;københavn;
KP;0,3225557174217294;;KP;KP;101;københavn;
L;0,068117356474154;;L;L;101;københavn;
M;1,5085991007364117;;Moderaterne;M;101;københavn;
N;0,0907277395054908;;N;N;101;københavn;
P;0,1096174265949621;;P;P;101;københavn;
T;0,2853487580030738;;T;T;101;københavn;
U;0,0311966044356419;;U;U;101;københavn;
Y;0,0615345867308534;;Y;Y;101;københavn;
Z;0,0289069453944939;;Z;Z;101;københavn;
D;1,3676980122788889;;D;D;480;nordfyns;
DD;8,206188073673333;;Danmarksdemokraterne;Æ;480;nordfyns;
E;0,3829554434380888;;E;E;480;nordfyns;
LA;3,5195428849310075;;Liberal Alliance;I;480;nordfyns;
DD;2,284563571974169;;Danmarksdemokraterne;Æ;440;kerteminde;
E;10,950628428581348;;E;E;440;kerteminde;
LA;11,249218804249706;;Liberal Alliance;I;440;kerteminde;
M;0,5138532046385668;;Moderaterne;M;440;kerteminde;
DD;6,688062126074726;;Danmarksdemokraterne;Æ;326;kalundborg;
E;1,600697333491818;;E;E;326;kalundborg;
L;3,399500772613812;;L;L;326;kalundborg;
M;0,5943183168905266;;Moderaterne;M;326;kalundborg;
N;1,7908791948967866;;N;N;326;kalundborg;
LA;3,3325565136331856;;Liberal Alliance;I;187;vallensbæk;
V;2,563505010487066;;Venstre;V;187;vallensbæk;
D;0,4957074907838531;;D;D;851;aalborg;
DD;6,4400177217517784;;Danmarksdemokraterne;Æ;851;aalborg;
E;0,0952962123935232;;E;E;851;aalborg;
M;1,1778277479164403;;Moderaterne;M;851;aalborg;
ALT;1,488315418425519;;Alternativet;Å;846;mariagerfjord;
DD;16,436746594716915;;Danmarksdemokraterne;Æ;846;mariagerfjord;
LA;2,8721876495931067;;Liberal Alliance;I;846;mariagerfjord;
DD;4,164576016056197;;Danmarksdemokraterne;Æ;390;vordingborg;
E;0,320352001235092;;E;E;390;vordingborg;
L;1,5554440541896637;;L;L;390;vordingborg;
LA;13,026361496005247;;Liberal Alliance;I;390;vordingborg;
M;2,308078273958856;;Moderaterne;M;390;vordingborg;
M;1,701222753854333;;Moderaterne;M;163;herlev;
DD;2,152925275149643;;Danmarksdemokraterne;Æ;175;rødovre;
L;0,1448156014674647;;L;L;175;rødovre;
LA;3,016991697238849;;Liberal Alliance;I;175;rødovre;
M;2,384630237497586;;Moderaterne;M;175;rødovre;
DD;2,8311251132881616;;Danmarksdemokraterne;Æ;370;næstved;
M;0,994777955202624;;Moderaterne;M;370;næstved;
L;6,352594773647405;;L;L;165;albertslund;
T;0,8538829591461171;;T;T;165;albertslund;
DD;6,658467522809827;;Danmarksdemokraterne;Æ;860;hjørring;
E;0,1716099877012842;;E;E;860;hjørring;
J;0,1401481566227154;;J;J;860;hjørring;
L;3,02319595000429;;L;L;860;hjørring;
LA;2,2652518376569515;;Liberal Alliance;I;860;hjørring;
M;0,8694906043531734;;Moderaterne;M;860;hjørring;
E;1,858159086009916;;E;E;210;fredensborg;
M;1,7374434145289934;;Moderaterne;M;210;fredensborg;
DD;1,9533306041288965;;Danmarksdemokraterne;Æ;159;gladsaxe;
L;3,2048657816246564;;L;L;159;gladsaxe;
M;1,6901573191414705;;Moderaterne;M;159;gladsaxe;
D;0,4342550609872916;;D;D;760;ringkøbing-skjern;
DD;21,66805032249825;;Danmarksdemokraterne;Æ;760;ringkøbing-skjern;
J;2,8066926368222744;;J;J;760;ringkøbing-skjern;
D;3,270500089195457;;D;D;340;sorø;
DD;3,9900101088184576;;Danmarksdemokraterne;Æ;340;sorø;
L;0,154605458761967;;L;L;340;sorø;
M;2,842361895700779;;Moderaterne;M;340;sorø;
DD;4,902211101465557;;Danmarksdemokraterne;Æ;550;tønder;
T;18,78670275238727;;T;T;550;tønder;
Y;0,4646887606597559;;Y;Y;550;tønder;
DD;4,0968342644320295;;Danmarksdemokraterne;Æ;269;solrød;
L;7,434464976364417;;L;L;269;solrød;
T;6,754046698180777;;T;T;269;solrød;
DD;9,384929641398092;;Danmarksdemokraterne;Æ;766;hedensted;
G;0,1740051444999243;;G;G;766;hedensted;
J;0,1777878650325313;;J;J;766;hedensted;
M;0,8170676350431231;;Moderaterne;M;766;hedensted;
ALT;0,5262904931269826;;Alternativet;Å;316;holbæk;
DD;6,125636835528213;;Danmarksdemokraterne;Æ;316;holbæk;
M;1,030952609824089;;Moderaterne;M;316;holbæk;
N;1,7663174084398732;;N;N;316;holbæk;
D;0,5851501885483941;;D;D;420;assens;
DD;5,504746218196003;;Danmarksdemokraterne;Æ;420;assens;
L;0,1560400502795717;;L;L;420;assens;
LA;6,0768930692211;;Liberal Alliance;I;420;assens;
ALT;1,0045797015807358;;Alternativet;Å;336;stevns;
DD;5,857586054070025;;Danmarksdemokraterne;Æ;336;stevns;
M;4,202984192642932;;Moderaterne;M;336;stevns;
FG;0,8030285648732363;;Frie Grønne;Q;169;høje-taastrup;
M;1,0668808076172995;;Moderaterne;M;169;høje-taastrup;
E;5,182865898341216;;E;E;223;hørsholm;
L;0,1798680967290653;;L;L;223;hørsholm;
M;1,0458996735727133;;Moderaterne;M;223;hørsholm;
T;4,823129704883086;;T;T;223;hørsholm;
DD;5,061107825744136;;Danmarksdemokraterne;Æ;320;faxe;
L;7,1111768184506206;;L;L;320;faxe;
M;0,7342795190222748;;Moderaterne;M;320;faxe;
N;2,6118667455154743;;N;N;320;faxe;
T;5,603193376700178;;T;T;320;faxe;
Y;0,1576976148235758;;Y;Y;320;faxe;
ALT;0,9441605384519508;;Alternativet;Å;173;lyngby-taarbæk;
M;1,293157173127259;;Moderaterne;M;173;lyngby-taarbæk;
Z;0,1682662345755951;;Z;Z;173;lyngby-taarbæk;
DD;2,618237609232206;;Danmarksdemokraterne;Æ;219;hillerød;
M;6,263758254952973;;Moderaterne;M;219;hillerød;
D;0,2679086637540186;;D;D;657;herning;
DD;7,245898936608689;;Danmarksdemokraterne;Æ;657;herning;
L;3,4910559723023655;;L;L;657;herning;
M;0,4966614458824499;;Moderaterne;M;657;herning;
DD;1,094062708472315;;Danmarksdemokraterne;Æ;265;roskilde;
L;2,506432860001906;;L;L;265;roskilde;
M;2,51786905556085;;Moderaterne;M;265;roskilde;
DD;3,341288782816229;;Danmarksdemokraterne;Æ;825;læsø;
L;3,739061256961018;;L;L;825;læsø;
SF;8,1145584725537;;SF;F;825;læsø;
ALT;1,330121491411814;;Alternativet;Å;450;nyborg;
DD;3,2467532467532463;;Danmarksdemokraterne;Æ;450;nyborg;
FG;0,1413908671973188;;Frie Grønne;Q;450;nyborg;
L;0,4555927943024717;;L;L;450;nyborg;
N;0,4974863845831587;;N;N;450;nyborg;
DD;1,8523407250967967;;Danmarksdemokraterne;Æ;400;bornholm;
E;0,3343892995424146;;E;E;400;bornholm;
FG;0,5587821189721929;;Frie Grønne;Q;400;bornholm;
J;1,372756071805702;;J;J;400;bornholm;
LA;1,3243576205561425;;Liberal Alliance;I;400;bornholm;
M;2,1955297430482226;;Moderaterne;M;400;bornholm;
