dagi_id;region;navn;nummer;afstemningssted_navn;opstillingskreds_nummer;opstillingskreds_dagi_id;afstemningssted_adresse;resultat_art;ALT;D;DD;DF;EL;K;KD;L;LA;M;R;S;SF;V;største_parti;pop_up
710452;Nordjylland;Tolne;26;Tolne Efterskole (i hallen);85;403584;Dvergetvedvej 95, Tolne, 9870 Sindal;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Tolne Efterskole (i hallen)<br>"
702842;Nordjylland;Hjørring - Syd;16;Bagterphallen;85;403584;Fuglsigvej 23, 9800 Hjørring;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Bagterphallen<br>"
710464;Nordjylland;Hirtshals;3;Hirtshals Idrætscenter;85;403584;Halvejen 4, 9850 Hirtshals;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hirtshals Idrætscenter<br>"
710470;Nordjylland;Tversted;8;Klitgården;85;403584;Østervej 10, Tversted, 9881 Bindslev;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Klitgården<br>"
702836;Nordjylland;Hjørring - Vest;18;Lundergårdhallen;85;403584;Bodøvej 13, 9800 Hjørring;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Lundergårdhallen<br>"
701338;Nordjylland;Klaruphallen;33;Klaruphallen;90;403596;Hellasvej 11, 9270 Klarup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Klaruphallen<br>"
702950;Nordjylland;Gistrup Skoles Idrætshal;35;Gistrup Skoles Idrætshal;90;403596;Hadsundvej 407, 9260 Gistrup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gistrup Skoles Idrætshal<br>"
702918;Nordjylland;Mou Hotel;58;Mou Hotel;90;403596;Gl. Egensevej 8, Mou, 9280 Storvorde;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Mou Hotel<br>"
701356;Nordjylland;Båndby - Hallen;61;Båndby-Hallen;90;403596;Tofthøjvej 40, 9280 Storvorde;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Båndby-Hallen<br>"
708918;Nordjylland;Vejgaard Østre Skole;31;Vejgaard Østre Skole;90;403596;Christen Kolds Vej 1, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vejgaard Østre Skole<br>"
711750;Nordjylland;Mellervangskolens Idrætshal;32;Mellervangskolens Idrætshal;90;403596;Budumvej 50, 9220 Aalborg Øst;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Mellervangskolens Idrætshal<br>"
708938;Nordjylland;Sønderbroskolen;27;Sønderbroskolen;90;403596;Sjællandsgade 2, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Sønderbroskolen<br>"
704506;Nordjylland;Gigantium;29;Gigantium;90;403596;Willy Brandts Vej 31, 9220 Aalborg Øst;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gigantium<br>"
707406;Nordjylland;Idrætscentret Kongerslev;56;Idrætscentret Kongerslev;90;403596;Idrætsvej 3, 9293 Kongerslev;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Idrætscentret Kongerslev<br>"
748034;Nordjylland;Aalborghus Gymnasium;36;Aalborghus Gymnasium;90;403596;Sohngårdsholmsvej 60, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Aalborghus Gymnasium<br>"
707394;Nordjylland;Vejgaardhallen;30;Vejgaardhallen;90;403596;Vejgård Torv 3, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vejgaardhallen<br>"
748030;Nordjylland;Nordkraft;28;Nordkraft;90;403596;Kjellerups Torv 5, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Nordkraft<br>"
706010;Nordjylland;Gug Skole;34;Gug Skole;90;403596;Solhøjsvej 2, 9210 Aalborg SØ;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gug Skole<br>"
704494;Nordjylland;Tornhøjhallen;40;Tornhøjhallen;90;403596;Tornhøjvej 1, 9220 Aalborg Øst;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Tornhøjhallen<br>"
702360;Nordjylland;Veddum-Skelund;14;Veddum Sal;89;403583;Veddum Hovedgade 3, Veddum, 9560 Hadsund;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Veddum Sal<br>"
708668;Nordjylland;Assens;2;Assens Hallen;89;403583;Edderupvej 1, Assens, 9550 Mariager;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Assens Hallen<br>"
700964;Nordjylland;Mariager;3;Mariager Hallen;89;403583;Gl Hobrovej 1, 9550 Mariager;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Mariager Hallen<br>"
705600;Nordjylland;Hadsund;11;Hadsund Hallerne;89;403583;Stadionvej 25, 9560 Hadsund;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hadsund Hallerne<br>"
710066;Nordjylland;Als;18;Als Hallen;89;403583;Vikingvej 6, Als, 9560 Hadsund;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Als Hallen<br>"
708660;Nordjylland;Hørby;20;Rosendalhallen;89;403583;Døstrupvej 23, Hørby, 9500 Hobro;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Rosendalhallen<br>"
706980;Nordjylland;Onsild;22;Onsild Hallen;89;403583;Præstemarken 2A, Sdr Onsild, 9500 Hobro;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Onsild Hallen<br>"
707018;Nordjylland;Arden;4;Arden Hallerne;89;403583;Hvarrevej 6, 9510 Arden;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Arden Hallerne<br>"
702292;Nordjylland;Hobro;27;Hobro Idrætscenter;89;403583;Amerikavej 22, 9500 Hobro;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hobro Idrætscenter<br>"
701046;Nordjylland;Vebbestrup;9;Vebbestrup Multiforum;89;403583;Ndr Truevej 14A, Vebbestrup, 9500 Hobro;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vebbestrup Multiforum<br>"
702354;Nordjylland;Valsgård;8;Valsgård Hallen;89;403583;Ulstrupvej 3B, Valsgård, 9500 Hobro;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Valsgård Hallen<br>"
705992;Nordjylland;Vesterkærets Skole;14;Vesterkærets Skole;91;403595;Skydebanevej 1, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vesterkærets Skole<br>"
705964;Nordjylland;Frejlev Skoles Idrætshal;22;Frejlev Skoles Idrætshal;91;403595;Frejlev Skolevej 11, 9200 Aalborg SV;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Frejlev Skoles Idrætshal<br>"
704474;Nordjylland;Haraldslund;15;Haraldslund, salen, fra P-pladsen;91;403595;Kastetvej 83, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Haraldslund, salen, fra P-pladsen<br>"
748031;Nordjylland;Hasseris Gymnasium;20;Hasseris Gymnasium;91;403595;Hasserisvej 300, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hasseris Gymnasium<br>"
705970;Nordjylland;Ferslev Skole;38;Ferslev Skole;91;403595;Rævedalsvej 5, 9230 Svenstrup J;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ferslev Skole<br>"
705942;Nordjylland;Nibe Hallen;47;Nibe Hallen, Hal B;91;403595;Hobrovej 36, Vokslev, 9240 Nibe;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Nibe Hallen, Hal B<br>"
710526;Nordjylland;Skipperens Idrætshus;17;Skipperens Idrætshus;91;403595;Provstejorden 15, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Skipperens Idrætshus<br>"
708924;Nordjylland;Svenstruphallen;24;Svenstruphallen;91;403595;Svenstrup Skolevej 23, 9230 Svenstrup J;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Svenstruphallen<br>"
704462;Nordjylland;Hallen Ved Skalborggård;18;Hallen Ved Skalborggård;91;403595;Hobrovej 437, 9200 Aalborg SV;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hallen Ved Skalborggård<br>"
707350;Nordjylland;Farstruphallen;52;Farstruphallen;91;403595;Nymøllevej 118B, Farstrup, 9240 Nibe;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Farstruphallen<br>"
701344;Nordjylland;KFUM Hallen;19;KFUM Hallen;91;403595;Under Lien 77, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet KFUM Hallen<br>"
706876;Nordjylland;Salling;12;Bakkeskolehallen;88;403594;Brøndumvej 56, Brøndum, 9670 Løgstør;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Bakkeskolehallen<br>"
712170;Nordjylland;Suldrup;4;Suldrup Kro;88;403594;Hjedsbækvej 326, 9541 Suldrup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Suldrup Kro<br>"
705168;Nordjylland;Veggerby;11;Hjeds Kultur og Forsamlingshus;88;403594;Kirketerpvej 60, Kirketerp, 9541 Suldrup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hjeds Kultur og Forsamlingshus<br>"
708562;Nordjylland;Aalestrup;1;Aalestrup Idrætscenter;88;403594;Skolevænget 17B, 9620 Aalestrup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Aalestrup Idrætscenter<br>"
705558;Nordjylland;Hornum-Ulstrup;8;Hornum Hallen;88;403594;Hvalpsundvej 13C, Hornum, 9600 Aars;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hornum Hallen<br>"
710016;Nordjylland;Gislum-Vognsild;6;Vestrup Skole;88;403594;Vestrupvej 23, Vestrup, 9600 Aars;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vestrup Skole<br>"
701822;Nordjylland;Øster Hornum;7;Øster Hornum Forsamlingshus;88;403594;Nibevej 177, Øster Hornum, 9530 Støvring;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Øster Hornum Forsamlingshus<br>"
710008;Nordjylland;Gedsted;7;Gedsted Hallen;88;403594;Stadionvej 1, 9631 Gedsted;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gedsted Hallen<br>"
706392;Nordjylland;Ravnkilde;9;Ravnkilde Forsamlingshus;88;403594;Bygaden 19, Ravnkilde, 9610 Nørager;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ravnkilde Forsamlingshus<br>"
707882;Nordjylland;Støvring;1;Støvring Hallen;88;403594;Bavnebakken 103, 9530 Støvring;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Støvring Hallen<br>"
709966;Nordjylland;Skivum-Giver;14;Vegger Idræts- og Kulturhus;88;403594;Himmerlandsvej 8, Vegger, 9240 Nibe;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vegger Idræts- og Kulturhus<br>"
700858;Nordjylland;Aars;4;Messecenter Vesthimmerland;88;403594;Messevej 1, 9600 Aars;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Messecenter Vesthimmerland<br>"
709958;Nordjylland;Ranum;11;Ranum Multikulturhus;88;403594;Seminarievej 27, 9681 Ranum;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ranum Multikulturhus<br>"
700908;Nordjylland;Overlade;13;Overlade Friskole;88;403594;Skolegade 7, Overlade, 9670 Løgstør;ForeløbigOptælling;0.43010752688172044;0.43010752688172044;14.193548387096774;3.4408602150537635;0.6451612903225806;18.70967741935484;2.1505376344086025;0.6451612903225806;4.301075268817205;0.21505376344086022;1.0752688172043012;11.612903225806452;7.956989247311828;34.193548387096776;Venstre;"<b style='color:#0781DD; font-size:1.5em;margin-bottom: 10px'>Venstre</b><br> blev størst på valgstedet Overlade Friskole<br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#0781DD;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>V</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>34.2%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#06691E;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>K</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>18.7%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#0075c9;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>DD</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>14.2%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#F00B2F;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>S</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>11.6%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#F257A9;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>SF</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>8.0%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#48CEF3;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>LA</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>4.3%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#F6BA00;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>DF</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>3.4%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#8B8474;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>KD</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>2.2%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#662690;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>R</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>1.1%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#FF7400;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>EL</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>0.6%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#494949;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>L</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>0.6%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#3CE63D;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>ALT</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>0.4%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#494949;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>D</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>0.4%</span><br><span style='display:inline-block; width:0.3em; height:1.2em; vertical-align:middle;background:#911995;'></span><span style='display:inline-block; width:30px; font-size:1em;vertical-align:middle; margin-left: 4px'>M</span><span style='display:inline-block; width:50px; text-align:left; font-size:1em; vertical-align:middle'>0.2%</span>"
710002;Nordjylland;Vester Hornum;9;Vester Hornum Hallen;88;403594;Hovedgaden 79B, V Hornum, 9640 Farsø;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vester Hornum Hallen<br>"
703572;Nordjylland;Terndrup;3;Terndrup Idrætscenter;88;403594;Terndrup Halvej 3, 9575 Terndrup;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Terndrup Idrætscenter<br>"
705538;Nordjylland;Farsø;2;Dronning Ingrid Hallerne;88;403594;Jeppe Aakjærs Vej 27, 9640 Farsø;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Dronning Ingrid Hallerne<br>"
708538;Nordjylland;Strandby;3;Strandbyhallen;88;403594;Vestergade 10, Strandby, 9640 Farsø;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Strandbyhallen<br>"
711096;Nordjylland;Bælum;8;Østhimmerlands Friskole;88;403594;Skolevej 2, 9574 Bælum;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Østhimmerlands Friskole<br>"
702144;Nordjylland;Løgstør;10;Kultur- og Idrætscenter Lanternen;88;403594;Lanternevej 1, 9670 Løgstør;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Kultur- og Idrætscenter Lanternen<br>"
712144;Nordjylland;Blenstrup;10;Blenstrup Hallen;88;403594;Blenstrup Halvej 2, 9520 Skørping;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Blenstrup Hallen<br>"
709652;Nordjylland;Haverslev;6;Selskabslokalerne Haverslev Hallen;88;403594;Strandvejen 21, Haverslev, 9610 Nørager;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Selskabslokalerne Haverslev Hallen<br>"
711328;Nordjylland;Hvalpsund;5;Hvalpsund Hallen;88;403594;Hesselvej 34, Hvalpsund, 9640 Farsø;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hvalpsund Hallen<br>"
709658;Nordjylland;Skørping;2;Skørping Idrætscenter;88;403594;Himmerlandsvej 59, 9520 Skørping;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Skørping Idrætscenter<br>"
712164;Nordjylland;Nørager;5;Kig Ind;88;403594;Vestermarksvej 2, 9610 Nørager;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Kig Ind<br>"
708960;Nordjylland;Vodskov Kultur og Idrætscenter, Sal;11;Vodskov Kultur og Idrætscenter, Sal;92;403599;Brorsonsvej 3B, 9310 Vodskov;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vodskov Kultur og Idrætscenter, Sal<br>"
710552;Nordjylland;Hals Skole;44;Hals Skole;92;403599;Skovsgårdsvej 1, 9370 Hals;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hals Skole<br>"
706034;Nordjylland;Multihallen Ved Vadumhallen;7;Multihallen ved Vadumhallen;92;403599;Søndermarken 20, 9430 Vadum;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Multihallen ved Vadumhallen<br>"
711774;Nordjylland;Aalborghallen;16;Aalborghallen;92;403599;Europa Plads 2, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Aalborghallen<br>"
708966;Nordjylland;Ulstedhallen;46;Ulstedhallen;92;403599;Nørtoftvej 5, Ulsted, 9370 Hals;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ulstedhallen<br>"
707424;Nordjylland;Løvvanghallen;5;Løvvanghallen;92;403599;Løvbakken 8, 9400 Nørresundby;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Løvvanghallen<br>"
710544;Nordjylland;Vester Hassing Hallen;43;Vester Hassing Hallen;92;403599;Halsvej 199A, Vester Hassing, 9310 Vodskov;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vester Hassing Hallen<br>"
748032;Nordjylland;PFA Kollegiet i Nørresundby;4;PFA Kollegiet i Nørresundby;92;403599;Lindholm Brygge 35, 9400 Nørresundby;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet PFA Kollegiet i Nørresundby<br>"
711766;Nordjylland;Gl. Lindholm Skole, Kulturhuset;3;Gl. Lindholm Skole, Kulturhuset;92;403599;Lindholmsvej 65, 9400 Nørresundby;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gl. Lindholm Skole, Kulturhuset<br>"
701402;Nordjylland;Sulsted Skolehal;10;Sulsted Skolehal;92;403599;Elkærvej 2, 9381 Sulsted;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Sulsted Skolehal<br>"
748570;Nordjylland;Vestbjerg Idræts- og Kulturcenter;9;Vestbjerg Idræts- og Kulturcenter;92;403599;Bakmøllevej 278, 9380 Vestbjerg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Vestbjerg Idræts- og Kulturcenter<br>"
749418;Nordjylland;Huset Stigsborg;6;Huset Stigsborg;92;403599;Stigsborg Bygade 50, 9400 Nørresundby;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Huset Stigsborg<br>"
748033;Nordjylland;HF og VUC Nord, Godsbanen;12;HF og VUC Nord, Godsbanen;92;403599;På Sporet 8B, 9000 Aalborg;;;;;;;;;;;;;;;;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet HF og VUC Nord, Godsbanen<br>"
