kommune,kommune_dagi_id,frigivelsestidspunkt,opdateringstidspunkt,valgforbund_navn,kandidatliste_id,valgforbund_partier,valgforbund_partibogstav
Faaborg-Midtfyn,389158,2025-10-06 10:05:57,2025-10-06 10:05:57,"B, L, M","['65654baf-0d17-444f-8b8d-ded91d47ec33', '6beef4e0-f94c-440a-9a6a-42f11e679a05', 'b94df435-98ad-4b8a-88f0-0e1928bcaaf0']","['Radikale Venstre', 'Lokallisten Faaborg-Midtfyn', 'Moderaterne']","['B', 'L', 'M']"
Faaborg-Midtfyn,389158,2025-10-06 10:05:57,2025-10-06 10:05:57,"F, Ø","['82e62c23-b60c-4b71-8772-ec23c5f3ecf8', 'd6dd0792-0912-48cc-a3d6-e6525ffde99d']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['Ø', 'F']"
Faaborg-Midtfyn,389158,2025-10-06 10:05:57,2025-10-06 10:05:57,"C, I, O, Æ","['0e88e7ef-ba60-4f24-883a-4895bd69a8f3', '55d4e0be-a0b4-457a-8bab-1f6f6d857e26', '747531b7-9936-41f2-9c18-b9d537ee4003', 'da6b0e7a-828e-472e-aecb-ed0bd0d4fb74']","['Liberal Alliance', 'Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti']","['I', 'O', 'Æ', 'C']"
Brøndby,389106,2025-10-06 12:25:28,2025-10-06 12:25:28,Valgforbund II,"['7130f580-7037-4daf-86df-ec52cd3625e6', 'a653c687-4e33-46c3-a22f-c794846f2994', 'acb0f894-58a7-406c-9cfe-f65a88808308', 'b522e809-c0b8-4802-b94a-953cb8d86694']","['Det Konservative Folkeparti', 'Liberal Alliance', 'Venstre, Danmarks Liberale Parti', 'Dansk Folkeparti']","['C', 'I', 'V', 'O']"
Brøndby,389106,2025-10-06 12:25:28,2025-10-06 12:25:28,Valgforbund III,"['7e1e07c7-be39-4e07-a7c8-662fa901dc12', '95ac7b65-9c55-47b7-9d73-50536aa0aa46', '9cab9f7c-3ea7-427a-bf33-12ddc90b2dea']","['Radikale Venstre', 'Moderaterne', 'Kristendemokraterne']","['B', 'M', 'K']"
Brøndby,389106,2025-10-06 12:25:28,2025-10-06 12:25:28,Valgforbund I,"['57b064d3-da23-45c7-bf15-c5765157bebd', 'e06b8df3-c2c0-4a01-9eb6-915a59d43dbe']","['SF - Socialistisk Folkeparti', 'Socialdemokratiet']","['F', 'A']"
Jammerbugt,389205,2025-10-06 10:03:41,2025-10-06 10:03:41,BKT,"['2f9790eb-73bf-476f-9753-74ac737930a9', 'bb5a6cd2-598d-45b1-992e-75cb73f959e3', 'cde4bc8b-9f28-4edd-8b31-fcaeaa51e370']","['Kristendemokraterne', 'Radikale Venstre', 'Lokallisten Jammerbugt']","['K', 'B', 'T']"
Jammerbugt,389205,2025-10-06 10:03:41,2025-10-06 10:03:41,CIL,"['517d994f-483a-40b4-94d0-6a156c9fb3b5', '78099afd-7dae-4b39-ab8b-8aa2e82c76f3', '7e620cd5-9e5f-4c22-8f75-9bc512019c19']","['Vendelbo-Listen', 'Liberal Alliance', 'Det Konservative Folkeparti']","['L', 'I', 'C']"
Jammerbugt,389205,2025-10-06 10:03:41,2025-10-06 10:03:41,AF,"['1b7834fc-da3d-4f45-92db-e8f51402c3b5', 'cd07c1fa-1c08-471d-b7e1-819835380c8b']","['Socialdemokratiet', 'SF - Socialistisk Folkeparti']","['A', 'F']"
Jammerbugt,389205,2025-10-06 10:03:41,2025-10-06 10:03:41,OVÆ,"['68ef3028-4e6f-4ea2-b243-a34da4e2a751', '7cfae50c-469b-4359-bfaa-4563ed6fc4c5', 'b3aa20c5-29a2-4f47-822a-4bda8cc4024c']","['Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti']","['O', 'Æ', 'V']"
Samsø,389191,2025-10-06 14:50:16,2025-10-06 14:50:16,C/V,"['64ddbfbd-d386-49bd-8a43-c209a9c29d5e', 'd2bc63d8-4bd6-4b78-aaf2-eeb6021358a7']","['Det Konservative Folkeparti', 'Venstre']","['C', 'V']"
Samsø,389191,2025-10-06 14:50:16,2025-10-06 14:50:16,A/F,"['42c3618b-43d5-4e28-ac1a-07b4dc09a719', 'ad36a5e0-d8d3-4557-9811-067095cdfea1']","['SF - Socialistisk Folkeparti', 'Socialdemokratiet']","['F', 'A']"
Faxe,389143,2025-10-06 10:12:45,2025-10-06 10:12:45,Valgforbund 3 - ILM,"['3689863e-4242-4bfc-a2cc-1f4b442afca7', '502723da-0e9d-42f4-bd3d-af5718a2d7ca', '7dba66a4-7c7d-4f2b-b83e-ddc2f5c328b6']","['Moderaterne', 'Liberal Alliance', 'Lokallisten']","['M', 'I', 'L']"
Faxe,389143,2025-10-06 10:12:45,2025-10-06 10:12:45,Valgforbund 1 - COÆ,"['24ee9d4a-b155-4ef0-b421-d3dc24b54cec', '5beff07c-4056-432d-9a6b-22dab3a0fe53', 'f6fbcf8b-d0b7-4cd6-a40a-a25f289cfaf1']","['Danmarksdemokraterne - Inger Støjberg', 'Dansk Folkeparti', 'Det Konservative Folkeparti']","['Æ', 'O', 'C']"
Faxe,389143,2025-10-06 10:12:45,2025-10-06 10:12:45,Valgforbund 2 - FTØ,"['9df185d3-e4b5-40cc-87c2-a307852b0b9b', 'd6ad1834-9a23-45aa-a5b0-7b725eb9cdb3', 'ff677797-0b83-4d3c-a116-ec58a71f46a2']","['Enhedslisten - De Rød-Grønne', 'HaslevFaxe-Listen', 'SF - Socialistisk Folkeparti']","['Ø', 'T', 'F']"
Varde,389173,2025-10-07 06:46:33,2025-10-07 06:46:33,B- A - F,"['859fbedb-96f4-4f7a-baa1-603536b1b254', 'a0a47cfb-5f0b-459c-8249-8051755711e5', 'a912b667-43d8-4b0c-ad42-558a112edbfb']","['Radikale Venstre', 'SF - Socialistisk Folkeparti', 'Socialdemokratiet']","['B', 'F', 'A']"
Varde,389173,2025-10-07 06:46:33,2025-10-07 06:46:33,C - I - Æ - K,"['1601440c-8927-45c6-8bee-8eff0a1b7a44', '2e413be9-4f22-4a70-9ece-b466e411a919', 'cd2ce40c-6461-4bc8-bba4-8a0f83004be8', 'e70d1bc1-cea1-4839-b277-a631223e5bec']","['Liberal Alliance', 'Kristendemokraterne', 'Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti']","['I', 'K', 'Æ', 'C']"
Varde,389173,2025-10-07 06:46:33,2025-10-07 06:46:33,V - O,"['2912cca7-74cc-4087-a3ec-e17ad03dd7a4', '70ca4bc5-ef86-4874-a591-324c587d521b', '98e4cab7-3108-40ac-a56d-335cbc075d72']","['Dansk Folkeparti', 'Venstre, Danmarks Liberale Parti', 'Moderaterne']","['O', 'V', 'M']"
Lemvig,389183,2025-10-06 11:55:23,2025-10-06 11:55:23,A+B+F,"['20f1cd37-c0f6-426e-ad06-40abf6524b13', '74ee1ac6-93f4-4a5c-8e72-7c760ecc88f4', '9f6b25a2-11b3-4dfc-9b0a-39b86d45ad5a']","['Socialdemokratiet', 'SF - Socialistisk Folkeparti', 'Radikale Venstre']","['A', 'F', 'B']"
Lemvig,389183,2025-10-06 11:55:23,2025-10-06 11:55:23,C+L+O+Æ,"['0d47b949-ee49-452f-a8e8-8dce4601d14a', '3a80779e-59c3-4c70-be18-d6b241f56c51', '941c9a53-d1fd-4bfe-afa2-ba6034c41aa9', 'c3fada37-052e-4356-9a33-30fef02fecf7']","['Dansk Folkeparti', 'Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Land- og Bylisten']","['O', 'C', 'Æ', 'L']"
Hjørring,389201,2025-10-06 12:47:16,2025-10-06 12:47:16,"C, Æ, I","['23e42156-d207-4a67-ab75-5f5014e19ce0', '9e542dfc-49d7-4ce5-bea8-7d31877e4ddc', 'e6e6a7f6-9767-4218-811e-16a99a3f2bc5']","['Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Det Konservative Folkeparti']","['Æ', 'I', 'C']"
Hjørring,389201,2025-10-06 12:47:16,2025-10-06 12:47:16,"Ø, SF","['bc13b41a-b86d-4d0f-96e0-371a066bd385', 'f0d9f7e1-1260-428d-8353-478f417be1d7']","['SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød-Grønne']","['F', 'Ø']"
Hjørring,389201,2025-10-06 12:47:16,2025-10-06 12:47:16,"B, V","['2ac5c893-50c0-4722-8e4c-e75d4f4d4eb8', '45fd6de7-22c3-486c-a369-0b3436852882']","['Venstre, Danmarks Liberale Parti', 'Radikale Venstre']","['V', 'B']"
Sønderborg,389167,2025-10-06 10:17:00,2025-10-06 10:17:00,Valgforbund 1,"['28e6642b-f3a8-43fa-8e4f-bd244183e834', '532e5dee-a9b6-41f8-853f-9dc37afc033d', 'c9c67ba8-59a0-4121-942b-7b197dd25487', 'e714744c-699a-4ddf-b44a-b28cd78b63a5']","['Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti', 'Liberal Alliance', 'Dansk Folkeparti']","['Æ', 'C', 'I', 'O']"
Sønderborg,389167,2025-10-06 10:17:00,2025-10-06 10:17:00,Valgforbund 3,"['7313c02f-4896-46e2-86b0-af2ca427140f', 'a869cdc4-b8eb-4f9b-8228-d5c6a8b98ade', 'ef86c2e9-cd46-4128-9bc6-7c03249055db']","['Kristendemokraterne', 'Slesvigsk Parti', 'Moderaterne']","['K', 'S', 'M']"
Sønderborg,389167,2025-10-06 10:17:00,2025-10-06 10:17:00,Valgforbund 2,"['57ee4847-8f49-4bd5-a340-041a5b8aa665', 'c2024ee5-f68f-4544-8b5b-ab96058977f4', 'ccbf1035-71cd-4405-aa12-878ec19532fe']","['Enhedslisten - De Rød-Grønne', 'Alternativet', 'SF - Socialistisk Folkeparti']","['Ø', 'Å', 'F']"
Solrød,389138,2025-10-06 13:07:47,2025-10-06 13:07:47,Valgforbund 1,"['8c868337-e49f-4680-a507-4abd1acafc0e', 'e79b7178-9abb-419f-9198-423dcdd17add', 'f74d1e6c-2ca0-458a-831a-a08877ca809b']","['SF - Socialistisk Folkeparti', 'Radikale Venstre', 'Enhedslisten - De Rød-Grønne']","['F', 'B', 'Ø']"
Solrød,389138,2025-10-06 13:07:47,2025-10-06 13:07:47,Valgforbund 3,"['602da47f-e43a-4ac4-9622-dcf7b34e0cd8', '6558e386-cb78-47dc-a893-4d0720d4ad1b', 'd5e7ca49-ca73-4757-ab66-28d7ff459169']","['Danmarksdemokraterne - Inger Støjberg', 'Dansk Folkeparti', 'Venstre, Danmarks Liberale Parti']","['Æ', 'O', 'V']"
Solrød,389138,2025-10-06 13:07:47,2025-10-06 13:07:47,Valgforbund 2,"['3f50d8ee-d33a-4f3b-80f2-d0d2a500b3f9', '8601320b-5524-4d60-81e4-ebe37484b021', 'f1017b16-3be1-4656-a6da-032b3d2e1342']","['Det Konservative Folkeparti', 'VoresSolrød', 'HavdrupListen']","['C', 'T', 'L']"
Vordingborg,389149,2025-10-06 11:45:37,2025-10-06 11:45:37,V2,"['0bb382ed-4f3b-43ea-9db5-7dc94f785ed3', '1d68ad06-7983-4951-8521-16c20b22f39d', '7e7f47e1-2658-4395-b405-fa97a1e5bd00', 'c5d81839-64f4-4e63-9008-a1146d16cb0c', 'cb279c0e-48a6-478f-87f7-a417d8f33851', 'cffafb5b-f590-43f3-84cb-9f63edf65954']","['Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Dansk Folkeparti', 'Moderaterne', 'Venstre, Danmarks Liberale Parti', 'Det Konservative Folkeparti']","['Æ', 'I', 'O', 'M', 'V', 'C']"
Vordingborg,389149,2025-10-06 11:45:37,2025-10-06 11:45:37,V1,"['1109afe7-0a3d-4caf-9ba7-15264f3ed2fb', '2180069f-488c-4867-a8c2-604a4e70cd31', '9919fea2-659b-4260-b89a-b64b9a4fec84', 'f6a8b3b8-3e24-4032-9cd3-eeef3f5f5a49']","['Enhedslisten - De Rød-Grønne', 'Radikale Venstre', 'Socialdemokratiet', 'SF - Socialistisk Folkeparti']","['Ø', 'B', 'A', 'F']"
Syddjurs,389186,2025-10-06 13:34:35,2025-10-06 13:34:35,VF,"['7966abc3-7a81-4945-8b20-99fcb4723e34', 'a3070c28-7493-4895-b526-0374b5f94ae7', 'eab309aa-2900-4b82-afae-ff044a48a375']","['Velfærdslisten Syddjurs', 'Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg']","['Z', 'O', 'Æ']"
Syddjurs,389186,2025-10-06 13:34:35,2025-10-06 13:34:35,VF,"['009a8a3d-eb07-4b2b-9009-a6cd5d4ac6bd', '21e1ec7e-8995-4ae5-ad4f-3355ad938643', '2df12acd-ec1e-4504-9534-b2f65f35319d', 'f9878b08-87f1-4280-bb23-91272901abe1']","['Socialdemokratiet', 'Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti', 'Alternativet']","['A', 'Ø', 'F', 'Å']"
Syddjurs,389186,2025-10-06 13:34:35,2025-10-06 13:34:35,VF,"['75a52286-c950-4932-8454-5f10feaa3932', 'eda4767a-947a-4a05-9fd4-28de4237e346']","['Det Konservative Folkeparti', 'Radikale Venstre']","['C', 'B']"
Syddjurs,389186,2025-10-06 13:34:35,2025-10-06 13:34:35,VF,"['20829304-73e1-4a9f-bbc7-37967a1cd688', '56a5e665-d801-4904-a522-973a98383743']","['Liberal Alliance', 'Venstre, Danmarks Liberale Parti']","['I', 'V']"
Ishøj,389118,2025-10-06 13:04:01,2025-10-06 13:04:01,CV,"['097d7502-51ad-4a23-b67d-cc9294f8a59b', 'a0005671-bd58-4b99-9014-d3d741b1d9f0']","['Det Konservative Folkeparti', 'Venstre, Danmarks Liberale Parti']","['C', 'V']"
Ishøj,389118,2025-10-06 13:04:01,2025-10-06 13:04:01,BDFLM,"['1ec469b7-a8be-41ed-910a-3634b77fa010', '29333a4e-98b8-4938-a36c-252e0e9a3d4b', '6afd8eff-c3d4-4a5f-af2e-43393d289969', '82fb9fa5-e05c-45b1-8f00-dd4ff60335d6', 'd35b578c-f3a6-43aa-91ce-e75a9a8bcbc6']","['Ishøjlisten', 'IshøjDemokraterne', 'Socialistisk Folkeparti', 'Moderaterne', 'Radikale Venstre']","['L', 'D', 'F', 'M', 'B']"
Ishøj,389118,2025-10-06 13:04:01,2025-10-06 13:04:01,IO,"['3ed628dc-a1d7-4037-b87e-e1a3f0298b63', 'ab82a10c-9016-456d-86fa-1f024f02fcc0']","['Liberal Alliance', 'Dansk Folkeparti']","['I', 'O']"
Ishøj,389118,2025-10-06 13:04:01,2025-10-06 13:04:01,AØ,"['28e27024-1b96-4004-b2b0-82305622b4b7', 'd67715b0-b5c5-4c54-be18-28b48245b8b6']","['Enhedslisten De Rød-Grønne', 'Socialdemokratiet']","['Ø', 'A']"
Hvidovre,389113,2025-10-06 10:21:15,2025-10-06 10:21:15,Valgforbund 2,"['0a7e8c76-342f-4199-a568-040f7837d4d6', '25a892b0-4e2b-4185-b19a-8c60200d0261', '350d1be5-b5c6-4e37-bda9-b4b2aa66f443', '664b80ab-f837-4815-9837-833f478b5b1b', 'f4db2c3e-f6bd-43b1-9455-914601c9e02f']","['Danmarksdemokraterne -  Inger Støjberg', 'Dansk Folkeparti', 'Det Konservative Folkeparti', 'Liberal Alliance', 'Venstre, Danmarks Liberale Parti']","['Æ', 'O', 'C', 'I', 'V']"
Hvidovre,389113,2025-10-06 10:21:15,2025-10-06 10:21:15,Valgforbund 3,"['28776d08-3766-483a-8773-8d0ebb18b3f3', 'b890d538-bbb1-463d-b123-5dab62ee2a6e', 'bafe8c56-db24-4e38-8523-3c8886b158ef']","['Hvidovrelisten', 'Radikale Venstre', 'Moderaterne']","['L', 'B', 'M']"
Hvidovre,389113,2025-10-06 10:21:15,2025-10-06 10:21:15,Valgforbund 1,"['0d404cd8-1499-4346-b3d0-859e28afb666', '21619f75-f6fc-442d-a2c2-23fdbc15a064']","['SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød-Grønne']","['F', 'Ø']"
Ringkøbing-Skjern,389184,2025-10-06 10:20:45,2025-10-06 10:20:45,VS,"['b91816e8-a6d5-4c86-acb6-08db6ea8676b', 'dcb90829-1a8a-4a3c-aeae-1d1a0086526d']","['Venstre, Danmarks Liberale Parti', 'Socialdemokratiet']","['V', 'A']"
Ringkøbing-Skjern,389184,2025-10-06 10:20:45,2025-10-06 10:20:45,ØSF,"['0cb46238-378a-4303-a2e2-3b38e05b5191', '1229bc52-321d-42bd-9fa5-c789233258c2']","['SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød-Grønne']","['F', 'Ø']"
Ringkøbing-Skjern,389184,2025-10-06 10:20:45,2025-10-06 10:20:45,DCIO,"['2a0618c0-e22a-45f5-99f0-979fcfc66d5a', '8181a0f0-5ee5-42c5-b9ae-073860914a98', 'aabe16e2-698a-44b0-a053-d87b4f274868', 'cc90e6b4-6d26-455a-992e-7d58af60b212']","['Det Konservative Folkeparti', 'Liberal Alliance', 'Dansk Folkeparti', 'Nye Borgerlige']","['C', 'I', 'O', 'D']"
Ringkøbing-Skjern,389184,2025-10-06 10:20:45,2025-10-06 10:20:45,ÆK,"['2580031d-8b1f-4e97-a5d8-47741f988d6b', 'c3e470bb-0502-456f-b2bd-40ca3897498c']","['Danmarksdemokraterne - Inger Støjberg', 'Kristendemokraterne']","['Æ', 'K']"
Frederiksberg,389104,2025-10-06 10:07:30,2025-10-06 10:07:30,Valgforbund ABFØÅ,"['0dd30a15-c710-4edd-9540-c3fe50bac30d', '1b3f83e4-af60-4cd1-b105-731467a933e2', '52d46e12-1521-4a1f-9e36-23efced8a333', '9061acac-2bb2-45c9-bfc0-796983065788', '909ab708-40ce-47b3-aa41-5671369e4bfe']","['Alternativet', 'Enhedslisten - De Rød-Grønne', 'SF- Socialistisk Folkeparti', 'Radikale Venstre', 'Socialdemokratiet']","['Å', 'Ø', 'F', 'B', 'A']"
Frederiksberg,389104,2025-10-06 10:07:30,2025-10-06 10:07:30,Valgforbund IMOV,"['0dd17507-79fd-4e37-a390-d8654c6e43e9', 'd6b43094-bdf6-4bef-9560-acced34b6f41', 'db357f70-c31f-44f8-a310-e30059f6b652', 'e2f07206-fba9-4d4b-809c-8009a1abe076']","['Dansk Folkeparti', 'Liberal Alliance', 'Moderaterne', 'Danmarks Liberale Parti - Venstre']","['O', 'I', 'M', 'V']"
Frederiksberg,389104,2025-10-06 10:07:30,2025-10-06 10:07:30,Valgforbund CEKTÆ,"['0d4acd6f-0fa8-4db4-8980-33afe7116fe8', 'bd067eec-7f8a-40f7-a412-20bc871b2762', 'de6fa025-a09b-4b09-8df6-38e61ab6c911', 'e71d1472-b26f-43c0-a278-d0a190333cf5', 'eee72bb5-b206-4e93-92d8-053d0e6a56df']","['Kristendemokraterne', 'Borgernes Frederiksberg', 'Hvid-sten Frederiksbergs uafhængige Borgerliste', 'Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg']","['K', 'T', 'E', 'C', 'Æ']"
Nyborg,389160,2025-10-06 11:18:33,2025-10-06 11:18:33,Valgforbund - BFNÅ,"['21cf7a33-3735-49e8-a766-7c44800d1269', '2ea58b07-169a-45a0-85f9-5786a363d5db', 'a0df8edc-ecdd-49bb-a9cd-bc9e3d7feaf7', 'a58c9570-7542-4675-a069-6089e361f6b8']","['Radikale Venstre', 'Bedre By Nyborg', 'SF - Socialistisk Folkeparti', 'Alternativet']","['B', 'N', 'F', 'Å']"
Nyborg,389160,2025-10-06 11:18:33,2025-10-06 11:18:33,Valgforbund - LVÆ,"['02ad7894-0e3c-4439-aa75-ca3fee68afe9', 'b25d9a1d-4a29-4e93-9956-b4b92bd33aeb', 'ec2c1d27-c119-4d42-ac2f-20a52e4dc4c2']","['Venstre, Danmarks Liberale Parti', 'Danmarksdemokraterne - Inger Støjberg', 'Vi Lokale Demokrater']","['V', 'Æ', 'L']"
Nyborg,389160,2025-10-06 11:18:33,2025-10-06 11:18:33,Valgforbund - CIO,"['410243f4-8014-4c3f-a184-a7ac4f5e9362', 'c7c6b9b6-b006-45c8-a1ee-55fff9b37a86', 'cbf134e7-0f06-44bc-8dd5-9df81807b76d']","['Det Konservative Folkeparti', 'Liberal Alliance', 'Dansk Folkeparti']","['C', 'I', 'O']"
Herlev,389111,2025-10-06 10:00:56,2025-10-06 10:00:56,BFØ,"['0b373676-282e-468a-a4e4-1567fe16c829', '9b651048-b49b-43d9-a03e-2076c9ae7358', 'b7a9f6c5-6604-467c-9aaa-ab38f80fc425']","['Radikale Venstre', 'Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['B', 'Ø', 'F']"
Herlev,389111,2025-10-06 10:00:56,2025-10-06 10:00:56,IMOV,"['35df23d3-f8b1-4fc7-9bc2-d4f5d1c78c14', '9de46f32-98c9-41bc-9ae6-2932b84cc37e', 'bd1e806c-841a-4e58-992e-df3bdc8c08b3', 'c8a22539-fe8c-4336-afe6-f259f37eec65']","['Dansk Folkeparti', 'Moderaterne', 'Liberal Alliance', 'Venstre, Danmarks Liberale Parti']","['O', 'M', 'I', 'V']"
Fredensborg,389123,2025-10-06 10:23:02,2025-10-06 10:23:02,CEIKOV,"['1250db4b-87ca-4ed8-8fa2-067bf401b331', '3baac5ad-051d-465a-baa7-1d0229fbef18', '6a038eb3-c456-40ea-8da1-e6514122ca15', '8cfea6a6-8bfc-4012-ab68-8f00d1340e7f', '93c41829-a93a-4ce6-8411-197ddd0d7340', 'd3268240-43e3-44c6-bcdf-1e5cdf35a1ce']","['Liberal Alliance', 'Venstre, Danmarks Liberale Parti', 'Fredensborg SocialKonservative', 'KristenDemokraterne', 'Det Konservative Folkeparti', 'Dansk Folkeparti']","['I', 'V', 'E', 'K', 'C', 'O']"
Fredensborg,389123,2025-10-06 10:23:02,2025-10-06 10:23:02,FØÅ,"['2acd30cc-4f11-4b9f-a528-2c682dcbd2c8', '9680edec-bb95-4309-812f-1cebf777c4e1', 'b381419a-fde3-4a27-b995-a6f08e68c555']","['SF - Socialistisk Folkeparti', 'Alternativet', 'Enhedslisten - De Rød-Grønne']","['F', 'Å', 'Ø']"
Fredensborg,389123,2025-10-06 10:23:02,2025-10-06 10:23:02,ABM,"['5e169f41-52b4-4d8e-846e-5353326439bc', 'c11ccc78-d230-4eb4-b41b-d687c430664b', 'e413cdbd-00e6-4118-8458-69e440c1d889']","['Radikale Venstre', 'Moderaterne', 'Socialdemokratiet']","['B', 'M', 'A']"
Dragør,389107,2025-10-06 11:32:50,2025-10-06 11:32:50,AF,"['99162fd2-722b-493d-a2c5-bffe41d764af', 'd874b4cb-6250-460e-a527-680184202ace']","['SF - Socialistisk Folkeparti', 'Socialdemokratiet']","['F', 'A']"
Dragør,389107,2025-10-06 11:32:50,2025-10-06 11:32:50,BGIMV,"['36f0667f-0080-4479-8c8a-e8ddbbf96ef0', '44b8c038-80f7-469d-80ab-a455a82d4b4c', 'ad373b21-3329-4609-a325-5e146aa135a4', 'd87c1c07-d322-4eab-ad28-f0092e2755fb', 'f88dded8-f5f4-4d39-9701-018e45488f4c']","['Moderaterne', 'Radikale Venstre', 'Anne Grønlund', 'Liberal Alliance', 'Venstre - Danmarks Liberale Parti']","['M', 'B', 'G', 'I', 'V']"
Dragør,389107,2025-10-06 11:32:50,2025-10-06 11:32:50,COÆ,"['2f49edcd-3d61-434a-bb50-aa2b1038ea74', '5a74458c-960c-4ae3-bcb8-094b455dc4ba', '87147ccd-2823-4d8e-968a-dae5455bbd8f']","['Dansk Folkeparti', 'Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg']","['O', 'C', 'Æ']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 1,"['16788441-4230-4d85-ab18-b74dc9b37f10', '5126af01-28aa-4f1b-9e8f-670e729a0523', '67e79872-b1b7-453c-b169-db27297d60bf']","['Socialdemokratiet', 'SF - Socialistisk Folkeparti', 'Moderaterne']","['A', 'F', 'M']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 3,"['2f124e5e-ee15-407a-9f3b-894be85a89a4', '38c71b8f-6da4-40b8-9ca4-e8abb1e3a654']","['Det Konservative Folkeparti', 'Dansk Folkeparti']","['C', 'O']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 4,"['0773a23e-5b0b-44b6-8927-5e3f3a3db5f4', '742fbe4c-abbb-46ac-9637-2afe3f9c68b9', '7b5079c4-1d86-42ef-b3cb-1fe4d49bbb26', '894ff5bf-1d74-4b2a-ae57-a8e52c914af3', 'f451b25c-8269-4ebb-b618-f8051f5b42d6']","['Tværpolitisk Anstændighed', 'Omsorgsgruppen', 'Enhedslisten - De Rød/Grønne', 'Alternativet', 'Solidarisk ansvar']","['T', 'Q', 'Ø', 'Å', 'Y']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 2,"['c23a55c2-7b56-4f38-86e5-3fedb400d50a', 'e376367d-c1d7-42d4-b163-621885450241']","['Venstre, Danmarks Liberale Parti', 'Liberal Alliance']","['V', 'I']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,"Valgforbund C, I, V og Æ","['2382b54a-19dc-4a21-b004-d510ea42ac15', '99d70d00-742a-489e-87cb-a7095a46f255', 'c26f0096-8588-4201-adfa-889cf9885da1', 'c531ec13-13ad-4d57-ba62-21fc8de664b9']","['Venstre', 'Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti', 'Liberal Alliance']","['V', 'Æ', 'C', 'I']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,"Valgforbund B, F og Ø","['078f6417-1f00-4f31-b0bc-61752fe6a564', '9c7d84dc-5f38-49d1-885d-925eec28c239', 'f140ee99-67ac-438c-969e-b565307c5299']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti', 'Radikale Venstre']","['Ø', 'F', 'B']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,Valgforbund O og T,"['23118d87-fc3f-4e0d-bdd3-1f74fe48ec4c', '76a8255e-2126-413b-8f25-0d95d30aa518']","['Dansk Folkeparti', 'Thy Borgerlige']","['O', 'T']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"V - Venstre, D - Nye Borgerlige, I - Liberal Alliance, O - Dansk Folkeparti","['3a7ab8ce-a558-4552-aadf-6e9381957614', '6787a100-c524-4788-ac4c-bf1dd2adbf1c', '9bf3c812-8020-44cb-b21c-f9a62c1ad591', 'bcf5a882-fb2b-4ea9-aa0a-362cb4eb2e0a']","['Dansk Folkeparti', 'Nye Borgerlige', 'Liberal Alliance', 'Venstre']","['O', 'D', 'I', 'V']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"C - Konservative, Æ - Danmarksdemokraterne","['30d2b324-195e-452e-ae53-9ef825d84575', 'd6bc7415-ea67-4a01-817b-c3090e3e8120']","['Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti']","['Æ', 'C']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"A - Socialdemokratiet, F - Socialistisk Folkeparti, Ø - Enhedslisten","['1907465a-afb9-462d-bd13-b35a0189bd7b', '4ccc5ff2-f62c-40e2-8919-c99b5e7c992e', 'fa594d0f-7bca-4fa5-87e3-3813fe536c9d']","['Socialistisk Folkeparti', 'Enhedslisten', 'Socialdemokratiet']","['F', 'Ø', 'A']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"B - Radikale Venstre, M - Moderaterne","['65352f81-4ae1-4d9b-b6d1-fa0cacd238f9', 'fe9f1030-33d4-4170-9035-0e39a3ae4420']","['Radikale Venstre', 'Moderaterne']","['B', 'M']"
